# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.477507408708333969e-03 1.140266843140125275e-02 1.365465372800827026e-01 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.438440322875976562e+01 4.038499450683593750e+01 2.627776184082031250e+02 1.477507408708333969e-03 1.140266843140125275e-02 1.365465372800827026e-01 6.400000000000000000e+01 4.900000000000000000e+01 7.290000000000000000e+02 3.438440322875976562e+01 4.038499450683593750e+01 2.627776184082031250e+02
1.000000000000000000e+03 7.254053592681884766e+00 2.626802206039428711e+00 2.631198644638061523e+00 2.897962951660156250e+01 1.201698370277881622e-02 1.690136909484863281e+00 3.281767654418945312e+01 7.577768325805664062e+00 1.043448734283447266e+01 7.254053592681884766e+00 2.626802206039428711e+00 2.631198644638061523e+00 2.897962951660156250e+01 1.201698370277881622e-02 1.690136909484863281e+00 3.281767654418945312e+01 7.577768325805664062e+00 1.043448734283447266e+01
2.000000000000000000e+03 8.764651298522949219e+00 1.933458805084228516e+00 1.184428572654724121e+00 1.509574985504150391e+01 3.566932976245880127e-01 1.535759925842285156e+00 3.287413024902343750e+01 1.790577697753906250e+01 3.374577522277832031e+00 8.764651298522949219e+00 1.933458805084228516e+00 1.184428572654724121e+00 1.509574985504150391e+01 3.566932976245880127e-01 1.535759925842285156e+00 3.287413024902343750e+01 1.790577697753906250e+01 3.374577522277832031e+00
3.000000000000000000e+03 8.481211662292480469e+00 1.959879040718078613e+00 8.424725532531738281e-01 1.291300678253173828e+01 3.981183171272277832e-01 1.456712603569030762e+00 3.301237869262695312e+01 1.931950187683105469e+01 2.508781671524047852e+00 8.481211662292480469e+00 1.959879040718078613e+00 8.424725532531738281e-01 1.291300678253173828e+01 3.981183171272277832e-01 1.456712603569030762e+00 3.301237869262695312e+01 1.931950187683105469e+01 2.508781671524047852e+00
4.000000000000000000e+03 8.179622650146484375e+00 2.059348106384277344e+00 7.357379198074340820e-01 1.126208877563476562e+01 3.905785083770751953e-01 1.339632511138916016e+00 3.279280090332031250e+01 1.978915596008300781e+01 2.171579599380493164e+00 8.179622650146484375e+00 2.059348106384277344e+00 7.357379198074340820e-01 1.126208877563476562e+01 3.905785083770751953e-01 1.339632511138916016e+00 3.279280090332031250e+01 1.978915596008300781e+01 2.171579599380493164e+00
5.000000000000000000e+03 7.908200263977050781e+00 2.227454662322998047e+00 5.535075068473815918e-01 9.604397773742675781e+00 3.777134418487548828e-01 1.247008681297302246e+00 3.247579574584960938e+01 2.009768104553222656e+01 1.920825958251953125e+00 7.908200263977050781e+00 2.227454662322998047e+00 5.535075068473815918e-01 9.604397773742675781e+00 3.777134418487548828e-01 1.247008681297302246e+00 3.247579574584960938e+01 2.009768104553222656e+01 1.920825958251953125e+00
6.000000000000000000e+03 7.588403701782226562e+00 2.414681911468505859e+00 4.419818818569183350e-01 8.302271842956542969e+00 3.579531610012054443e-01 1.140540122985839844e+00 3.217829895019531250e+01 2.006049346923828125e+01 1.732427239418029785e+00 7.588403701782226562e+00 2.414681911468505859e+00 4.419818818569183350e-01 8.302271842956542969e+00 3.579531610012054443e-01 1.140540122985839844e+00 3.217829895019531250e+01 2.006049346923828125e+01 1.732427239418029785e+00
7.000000000000000000e+03 7.043323993682861328e+00 2.806086063385009766e+00 3.501447141170501709e-01 6.976796627044677734e+00 3.397452235221862793e-01 9.974419474601745605e-01 3.139575195312500000e+01 2.007672309875488281e+01 1.732781648635864258e+00 7.043323993682861328e+00 2.806086063385009766e+00 3.501447141170501709e-01 6.976796627044677734e+00 3.397452235221862793e-01 9.974419474601745605e-01 3.139575195312500000e+01 2.007672309875488281e+01 1.732781648635864258e+00
8.000000000000000000e+03 2.536549329757690430e+00 3.204965591430664062e+00 9.725521802902221680e-01 4.249994754791259766e+00 4.470292627811431885e-01 4.772780239582061768e-01 1.428487300872802734e+01 1.416382789611816406e+01 1.321571159362792969e+01 2.536549329757690430e+00 3.204965591430664062e+00 9.725521802902221680e-01 4.249994754791259766e+00 4.470292627811431885e-01 4.772780239582061768e-01 1.428487300872802734e+01 1.416382789611816406e+01 1.321571159362792969e+01
9.000000000000000000e+03 6.968287825584411621e-01 1.481005668640136719e+00 4.943720400333404541e-01 1.562666893005371094e+00 2.441650629043579102e-01 2.831162139773368835e-02 4.657305717468261719e+00 4.432739734649658203e+00 1.122011375427246094e+01 6.968287825584411621e-01 1.481005668640136719e+00 4.943720400333404541e-01 1.562666893005371094e+00 2.441650629043579102e-01 2.831162139773368835e-02 4.657305717468261719e+00 4.432739734649658203e+00 1.122011375427246094e+01
